"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
"Chicago, IL metro area","$265K","3.90%","4.00%",11372,"7.30%","-5.80%","13,175","-9.30%","-3.10%",29328,"4.60%","-0.70%",27,1,-1,"98.00%","0.20%","0.10%","06/01/18","202.239","1990","2045","2016","1858","1262","2180","2256",4,0.379047619047619,4.57,98.2,38.7752318603382,"Seller"
"Chicago, IL metro area","$255K","-3.80%","2.00%",9810,"-13.70%","1.00%","12,221","-7.20%","6.30%",30094,"2.60%","1.10%",29,2,-1,"97.80%","-0.20%","0.00%","07/01/18","202.91","1984","2034","2000","1845","1260","2136","2212",3.8,0.282380952380952,4.5275,97.9,32.5978600385459,"Seller"
"Chicago, IL metro area","$245K","-3.90%","2.10%",9963,"1.60%","-1.60%","11,226","-8.10%","0.30%",29994,"-0.30%","1.60%",32,3,0,"97.40%","-0.40%","0.00%","08/01/18","203.656","1970","2012","1980","1804","1260","2104","2172",3.8,0.253478260869565,4.55,96.2,33.2166433286657,"Seller"
"Chicago, IL metro area","$240K","-2.00%","2.60%",7463,"-25.10%","-9.80%","10,087","-10.10%","-0.60%",30171,"0.60%","2.70%",36,4,0,"97.30%","-0.20%","0.00%","09/01/18","204.313","1954","1989","1966","1778","1272","2041","2137",3.7,0.236315789473684,4.6275,100.1,24.7356733286931,"Seller"
"Chicago, IL metro area","$232K","-3.30%","3.10%",7875,"5.50%","-0.60%","9,335","-7.50%","4.50%",28777,"-4.60%","4.00%",41,5,0,"97.10%","-0.10%","0.10%","10/01/18","205.079","1944","1967","1934","1767","1267","2036","2111",3.8,0.291363636363636,4.83,98.6,27.3656044757966,"Seller"
"Chicago, IL metro area","$235K","1.30%","4.40%",7035,"-10.70%","-1.50%","6,226","-33.30%","-6.10%",25895,"-10.00%","4.20%",47,6,3,"96.90%","-0.20%","-0.10%","11/01/18","205.652","1930","1947","1901","1748","1260","2018","2114",3.8,0.258,4.866,97.5,27.1674068352964,"Seller"
"Chicago, IL metro area","$229K","-2.60%","0.90%",6038,"-14.20%","-15.00%","4,123","-33.80%","-8.80%",22518,"-13.00%","4.90%",54,7,5,"96.70%","-0.30%","-0.30%","12/01/18","206.142","1911","1937","1865","1728","1256","2040","2133",3.9,0.156315789473684,4.6375,98.3,26.8141042721378,"Seller"
"Chicago, IL metro area","$225K","-1.70%","0.00%",4615,"-23.60%","-11.00%","7,700","86.80%","-6.20%",22562,"0.20%","5.30%",62,8,6,"96.50%","-0.20%","-0.20%","01/01/19","206.535","1901","1907","1863","1707","1249","2085","2155",4,0.17047619047619,4.464,91.2,20.4547469195993,"Seller"
"Chicago, IL metro area","$233K","3.30%","1.10%",4920,"6.60%","-3.40%","10,201","32.50%","-1.40%",24353,"7.90%","6.20%",70,8,6,"96.80%","0.30%","-0.10%","02/01/19","206.86","1908","1925","1903","1722","1257","2141","2195",3.8,0.172105263157895,4.37,93.8,20.2028497515706,"Seller"
"Chicago, IL metro area","$243K","4.50%","-0.80%",6956,"41.40%","-10.70%","13,414","31.50%","-2.00%",26561,"9.10%","8.60%",56,-14,9,"97.30%","0.50%","0.00%","03/01/19","207.08","1937","1973","1962","1754","1268","2137","2261",3.8,0.161428571428571,4.265,98.4,26.1887730130643,"Seller"
"Chicago, IL metro area","$255K","4.90%","1.00%",8578,"23.30%","-5.80%","14,560","8.50%","1.40%",28688,"8.00%","9.20%",35,-21,4,"97.50%","0.20%","-0.20%","04/01/19","207.533","1968","2025","2000","1783","1279","2160","2314",3.7,0.187619047619048,4.1425,97.2,29.9010039040714,"Seller"
"Chicago, IL metro area","$262K","2.70%","2.70%",10347,"20.60%","-2.30%","14,269","-2.00%","-1.80%",30302,"5.60%","8.10%",30,-5,4,"97.70%","0.20%","-0.10%","05/01/19","208.15","1986","2045","2000","1811","1280","2117","2329",3.6,0.188636363636364,4.072,100,34.1462609728731,"Seller"
"Chicago, IL metro area","$265K","1.10%","0.00%",10120,"-2.20%","-11.00%","12,724","-10.80%","-3.40%",31343,"3.40%","6.90%",29,-1,2,"97.70%","0.00%","-0.30%","06/01/19","208.644","1996","2054","2000","1834","1280","2110","2340",3.6,0.26,3.8025,98.2,32.2879111763392,"Seller"
"Chicago, IL metro area","$261K","-1.50%","2.40%",9948,"-1.70%","1.40%","11,762","-7.60%","-3.80%",31540,"0.60%","4.80%",32,3,3,"97.50%","-0.20%","-0.30%","07/01/19","209.249","1989","2037","2000","1850","1280","2110","2307",3.7,0.224090909090909,3.765,98.4,31.5409004438808,"Seller"
"Chicago, IL metro area","$254K","-2.70%","3.70%",9390,"-5.60%","-5.80%","10,821","-8.00%","-3.60%",31399,"-0.40%","4.70%",37,5,5,"97.40%","-0.10%","0.00%","08/01/19","210.023","1979","2020","1971","1837","1282","2084","2290",3.6,0.055,3.616,89.8,29.9054110003503,"Seller"
"Chicago, IL metro area","$243K","-4.30%","1.30%",7601,"-19.10%","1.80%","10,046","-7.20%","-0.40%",30974,"-1.40%","2.70%",41,4,5,"97.20%","-0.20%","0.00%","09/01/19","210.836","1966","1998","1939","1824","1285","2059","2268",3.5,0.0515,3.605,93.2,24.5399367211209,"Seller"
"Chicago, IL metro area","$240K","-1.20%","3.40%",7752,"2.00%","-1.60%","9,074","-9.70%","-2.80%",29387,"-5.10%","2.10%",48,7,7,"97.00%","-0.20%","-0.10%","10/01/19","211.729","1956","1983","1917","1810","1288","2045","2248",3.6,0.155454545454545,3.688,95.5,26.3790111273692,"Seller"
"Chicago, IL metro area","$242K","0.60%","2.80%",6526,"-15.80%","-7.20%","5,802","-36.10%","-6.80%",25933,"-11.80%","0.10%",50,2,3,"96.80%","-0.20%","-0.10%","11/01/19","212.771","1941","1981","1900","1808","1280","2020","2220",3.6,0.199473684210526,3.695,96.8,25.1648478772221,"Seller"
"Chicago, IL metro area","$240K","-0.60%","4.80%",6892,"5.60%","14.10%","4,420","-23.80%","7.20%",22331,"-13.90%","-0.80%",55,5,1,"96.70%","-0.10%","0.10%","12/01/19","213.938","1920","1932","1869","1804","1260","2044","2200",3.6,0.24952380952381,3.72,99.3,30.8629259773409,"Seller"
"Chicago, IL metro area","$234K","-2.50%","4.00%",5115,"-25.80%","10.80%","8,306","87.90%","7.90%",22123,"-0.90%","-1.90%",65,10,3,"96.50%","-0.30%","0.00%","01/01/20","215.031","1911","1909","1861","1805","1260","2052","2180",3.6,0.238571428571429,3.624,99.8,23.1207340776567,"Seller"
"Chicago, IL metro area","$242K","3.40%","4.10%",5260,"2.80%","6.90%","11,035","32.90%","8.20%",22539,"1.90%","-7.40%",72,7,2,"96.80%","0.30%","0.00%","02/01/20","215.897","1920","1959","1915","1839","1260","2065","2210",3.5,0.173157894736842,3.465,101,23.337326411997,"Seller"
"Chicago, IL metro area","$265K","9.50%","9.10%",7200,"36.90%","3.50%","10,982","-0.50%","-18.10%",22544,"0.00%","-15.10%",47,-25,-9,"97.50%","0.70%","0.20%","03/01/20","216.457","1940","2000","1955","1853","1260","2089","2248",4.4,0.421818181818182,3.45,89.1,31.9375443577005,"Seller"
"Chicago, IL metro area","$275K","3.80%","7.80%",7227,"0.40%","-15.70%","6,902","-37.20%","-52.60%",21811,"-3.30%","-24.00%",25,-22,-10,"97.70%","0.20%","0.20%","04/01/20","216.858","1936","1996","1929","1774","1260","2078","2214",14.8,0.432857142857143,3.306,71.8,33.1346568245381,"Seller"
"Chicago, IL metro area","$265K","-3.60%","1.10%",6346,"-12.20%","-38.70%","10,203","47.80%","-28.50%",21684,"-0.60%","-28.40%",28,3,-2,"97.30%","-0.50%","-0.50%","05/01/20","216.999","1954","2000","1950","1789","1275","2054","2221",13.2,0.5035,3.2325,72.3,29.265818114739,"Seller"
"Chicago, IL metro area","$270K","1.70%","1.70%",8091,"27.50%","-20.00%","12,939","26.80%","1.70%",21625,"-0.30%","-31.00%",30,2,1,"97.40%","0.10%","-0.30%","06/01/20","217.577","1968","1967","1938","1825","1270","2036","2207",11,0.543636363636364,3.1625,78.1,37.4150289017341,"Seller"
"Chicago, IL metro area","$280K","3.90%","7.30%",10874,"34.40%","9.30%","13,658","5.60%","16.10%",22069,"2.10%","-30.00%",23,-7,-9,"97.90%","0.50%","0.30%","07/01/20","219.287","1962","1890","1906","1836","1278","2010","2130",10.2,0.475454545454545,3.016,72.5,49.2727355113508,"Seller"
"Chicago, IL metro area","$285K","1.80%","12.20%",11049,"1.60%","17.70%","12,862","-5.80%","18.90%",22075,"0.00%","-29.70%",21,-2,-16,"98.00%","0.10%","0.60%","08/01/20","222.26","1942","1844","1872","1830","1272","1920","2038",8.4,0.51047619047619,2.935,74.1,50.0520951302378,"Seller"
"Chicago, IL metro area","$276K","-3.20%","13.60%",10315,"-6.60%","35.70%","12,132","-5.70%","20.80%",22263,"0.90%","-28.10%",20,-1,-21,"98.20%","0.20%","0.90%","09/01/20","225.723","1908","1733","1807","1810","1264","1840","1932",7.8,0.544761904761905,2.89,80.4,46.3324798993846,"Seller"
"Chicago, IL metro area","$275K","-0.40%","14.60%",10402,"0.80%","34.20%","10,646","-12.20%","17.30%",21380,"-4.00%","-27.20%",19,-1,-29,"98.20%","0.00%","1.20%","10/01/20","229.649","1883","1692","1791","1806","1274","1773","1848",6.8,0.637619047619048,2.834,81.8,48.6529466791394,"Seller"
"Chicago, IL metro area","$270K","-1.80%","11.80%",8341,"-19.80%","27.80%","7,089","-33.40%","22.20%",18880,"-11.70%","-27.20%",20,1,-30,"98.10%","-0.10%","1.30%","11/01/20","233.218","1853","1667","1731","1781","1265","1708","1788",6.7,0.70421052631579,2.765,76.9,44.1790254237288,"Seller"
"Chicago, IL metro area","$269K","-0.40%","12.10%",9119,"9.30%","32.30%","5,331","-24.80%","20.60%",16059,"-14.90%","-28.10%",23,3,-32,"98.10%","-0.10%","1.30%","12/01/20","236.542","1827","1652","1700","1778","1250","1686","1744",6.7,0.797727272727273,2.684,80.7,56.7843576810511,"Seller"
"Chicago, IL metro area","$270K","0.40%","15.40%",6159,"-32.50%","20.40%","8,125","52.40%","-2.20%",14923,"-7.10%","-32.50%",32,9,-33,"98.00%","-0.10%","1.50%","01/01/21","239.68","1804","1639","1680","1780","1236","1660","1673",6.4,0.95,2.735,79,41.2718622260939,"Seller"
"Chicago, IL metro area","$274K","1.50%","13.20%",6074,"-1.40%","15.50%","8,838","8.80%","-19.90%",14063,"-5.80%","-37.60%",36,4,-36,"98.10%","0.10%","1.20%","02/01/21","242.428","1796","1652","1679","1759","1220","1678","1606",6.2,1.14263157894737,2.81,76.8,43.1913531963308,"Seller"
"Chicago, IL metro area","$300K","9.50%","13.20%",9297,"53.10%","29.10%","13,580","53.70%","23.70%",14387,"2.30%","-36.20%",24,-12,-23,"98.70%","0.70%","1.20%","03/01/21","245.541","1800","1664","1676","1756","1224","1748","1673",6.1,1.46391304347826,3.0825,84.9,64.6208382567596,"Seller"
"Chicago, IL metro area","$312K","4.00%","13.50%",10484,"12.80%","45.10%","14,716","8.40%","113.20%",16006,"11.30%","-26.60%",13,-11,-12,"99.40%","0.70%","1.70%","04/01/21","249.125","1809","1668","1692","1762","1228","1773","1741",6.1,1.47181818181818,3.06,88.3,65.500437335999,"Seller"
"Chicago, IL metro area","$315K","1.00%","18.90%",10902,"4.00%","71.80%","13,986","-5.00%","37.10%",17060,"6.60%","-21.30%",9,-4,-19,"100.00%","0.60%","2.70%","05/01/21","253.419","1823","1693","1700","1775","1238","1800","1808",5.8,1.466,2.9625,82.9,63.9038686987104,"Seller"
"Chicago, IL metro area","$320K","1.60%","18.70%",13018,"19.40%","60.90%","15,026","7.40%","16.10%",19283,"13.00%","-10.80%",8,-1,-22,"100.30%","0.30%","2.90%","06/01/21","258.246","1826","1711","1726","1754","1264","1820","1820",5.9,1.31636363636364,2.975,85.5,67.5102421822331,"Seller"
"Chicago, IL metro area","$312K","-2.50%","11.40%",11692,"-10.20%","7.50%","13,923","-7.30%","1.90%",20735,"7.50%","-6.00%",10,2,-13,"100.10%","-0.20%","2.20%","07/01/21","262.616","1826","1711","1728","1730","1254","1824","1816",5.4,1.09904761904762,2.868,81.2,56.3877501808536,"Seller"
"Chicago, IL metro area","$305K","-2.20%","7.00%",11195,"-4.30%","1.30%","12,112","-13.00%","-5.80%",20403,"-1.60%","-7.60%",13,3,-8,"99.70%","-0.30%","1.70%","08/01/21","266.582","1821","1710","1702","1703","1254","1825","1817",5.1,1.06590909090909,2.8425,70.3,54.8693819536343,"Seller"
"Chicago, IL metro area","$293K","-3.90%","6.20%",9954,"-11.10%","-3.50%","11,477","-5.20%","-5.40%",20281,"-0.60%","-8.90%",15,2,-5,"99.20%","-0.50%","1.00%","09/01/21","270.166","1813","1685","1690","1694","1257","1856","1786",4.7,1.13380952380952,2.9,72.8,49.0804200976283,"Seller"
"Chicago, IL metro area","$293K","0.00%","6.50%",9557,"-4.00%","-8.10%","9,872","-14.00%","-7.30%",18737,"-7.60%","-12.40%",19,4,0,"99.00%","-0.20%","0.80%","10/01/21","273.546","1805","1656","1670","1696","1256","1846","1754",4.5,1.19,3.0675,71.7,51.0060308480546,"Seller"
"Chicago, IL metro area","$294K","0.20%","8.70%",8957,"-6.30%","7.40%","7,159","-27.50%","1.00%",16290,"-13.10%","-13.70%",22,3,2,"98.70%","-0.20%","0.60%","11/01/21","277.262","1799","1630","1642","1695","1253","1825","1690",4.1,1.0515,3.0675,67.4,54.9846531614487,"Seller"
"Chicago, IL metro area","$290K","-1.20%","7.80%",9126,"1.90%","0.10%","4,794","-33.00%","-10.10%",14128,"-13.30%","-12.00%",25,3,2,"98.70%","-0.10%","0.60%","12/01/21","281.486","1787","1649","1602","1696","1237","1794","1666",3.9,0.785,3.098,70.6,64.5951302378256,"Seller"
"Chicago, IL metro area","$290K","0.00%","7.40%",6335,"-30.60%","2.90%","7,525","57.00%","-7.40%",17397,"23.10%","16.60%",32,7,0,"98.30%","-0.30%","0.30%","01/01/22","286.172","1776","1650","1600","1671","1238","1793","1620",4,0.7835,3.445,67.2,36.4143243087889,"Seller"
"Chicago, IL metro area","$292K","0.50%","6.40%",6181,"-2.40%","1.80%","9,108","21.00%","3.10%",21025,"20.90%","49.50%",51,19,15,"98.90%","0.60%","0.90%","02/01/22","291.242","1781","1663","1600","1673","1238","1820","1678",3.8,0.498947368421053,3.7625,62.8,29.3983353151011,"Seller"
"Chicago, IL metro area","$310K","6.30%","3.30%",8782,"42.10%","-5.50%","12,376","35.90%","-8.90%",23072,"9.70%","60.40%",52,1,28,"99.80%","0.90%","1.10%","03/01/22","296.512","1795","1673","1624","1691","1241","1888","1750",3.6,0.218260869565217,4.172,59.4,38.0634535367545,"Seller"
"Chicago, IL metro area","$328K","5.60%","5.00%",9503,"8.20%","-9.40%","12,441","0.50%","-15.50%",24680,"7.00%","54.20%",48,-4,35,"100.60%","0.80%","1.20%","04/01/22","300.584","1812","1685","1656","1699","1247","1964","1846",3.7,0.2095,4.9825,65.2,38.5048622366289,"Seller"
"Chicago, IL metro area","$329K","0.50%","4.40%",10188,"7.20%","-6.50%","12,807","2.90%","-8.40%",25886,"4.90%","51.70%",48,0,39,"101.10%","0.40%","1.10%","05/01/22","303.704","1852","1788","1700","1695","1260","2068","1929",3.6,0.281428571428571,5.23,58.4,39.357181488063,"Seller"
"Chicago, IL metro area","$340K","3.30%","6.30%",11016,"8.10%","-15.40%","13,099","2.30%","-12.80%",26767,"3.40%","38.80%",48,0,40,"101.00%","-0.10%","0.70%","06/01/22","304.468","1876","1813","1725","1706","1269","2050","1964",3.6,0.145238095238095,5.522,50,41.1551537340755,"Seller"
"Chicago, IL metro area","$325K","-4.40%","4.20%",8960,"-18.70%","-23.40%","10,773","-17.80%","-22.60%",26997,"0.90%","30.20%",49,1,39,"100.20%","-0.80%","0.10%","07/01/22","303.505","1880","1825","1733","1674","1268","2040","1988",3.5,-0.14,5.4125,51.5,33.1888728377227,"Seller"
"Chicago, IL metro area","$310K","-4.60%","1.60%",8987,"0.30%","-19.70%","9,306","-13.60%","-23.20%",25403,"-5.90%","24.50%",53,4,40,"99.30%","-0.90%","-0.40%","08/01/22","301.029","1877","1832","1725","1669","1260","2026","1968",3.6,-0.352173913,5.2225,58.2,35.3777112939417,"Seller"
"Chicago, IL metro area","$305K","-1.60%","4.10%",7874,"-12.40%","-20.90%","8,550","-8.10%","-25.50%",24385,"-4.00%","20.20%",57,4,42,"98.70%","-0.60%","-0.50%","09/01/22","299.006","1873","1815","1709","1668","1262","2010","1935",3.5,-0.337619048,6.112,58.6,32.2903424236211,"Seller"
"Chicago, IL metro area","$300K","-1.60%","2.40%",6576,"-16.50%","-31.20%","7,197","-15.80%","-27.10%",22882,"-6.20%","22.10%",61,4,42,"98.30%","-0.30%","-0.60%","10/01/22","298.612","1874","1813","1710","1662","1269","1970","1956",3.6,-0.3915,6.9,59.9,28.7387466130583,"Seller"
"Chicago, IL metro area","$295K","-1.80%","0.30%",5857,"-10.90%","-34.60%","5,277","-26.70%","-26.30%",20517,"-10.30%","25.90%",60,-1,38,"98.00%","-0.30%","-0.70%","11/01/22","298.332","1866","1804","1703","1670","1263","1953","1943",3.6,-0.6125,6.805,56.7,28.5470585368231,"Seller"
"Chicago, IL metro area","$285K","-3.20%","-1.70%",5559,"-5.10%","-39.10%","3,441","-34.80%","-28.20%",16893,"-17.70%","19.60%",64,4,39,"97.80%","-0.20%","-0.90%","12/01/22","297.628","1852","1836","1700","1689","1260","1960","1913",3.5,-0.672380952,6.364,59.8,32.9071212928432,"Seller"
"Chicago, IL metro area","$285K","0.00%","-1.70%",3865,"-30.50%","-39.00%","5,746","67.00%","-23.60%",17375,"2.90%","-0.10%",75,11,43,"97.60%","-0.20%","-0.80%","01/01/23","297.43","1849","1840","1700","1681","1260","1950","1905",3.4,-0.676,6.2725,64.9,22.2446043165468,"Seller"
"Chicago, IL metro area","$290K","1.80%","-0.50%",4304,"11.40%","-30.40%","6,547","13.90%","-28.10%",18252,"5.00%","-13.20%",75,0,24,"97.90%","0.30%","-1.00%","02/01/23","297.739","1850","1861","1703","1715","1262","1980","1921",3.6,-0.786842105,6.2575,66.9,23.5809774271313,"Seller"
"Chicago, IL metro area","$308K","6.30%","-0.60%",6823,"58.50%","-22.30%","8,690","32.70%","-29.80%",18731,"2.60%","-18.80%",57,-18,5,"98.80%","0.90%","-1.10%","03/01/23","298.796","1865","1860","1744","1739","1264","2050","1960",3.5,-0.639565217,6.544,62,36.4262452618654,"Seller"
"Chicago, IL metro area","$320K","3.80%","-2.30%",6660,"-2.40%","-29.90%","8,391","-3.40%","-32.60%",19229,"2.70%","-22.10%",51,-6,3,"99.50%","0.70%","-1.10%","04/01/23","300.262","1885","1849","1782","1771","1280","2030","2028",3.4,-0.556,6.3425,63.7,34.6351864371522,"Seller"
"Chicago, IL metro area","$329K","2.80%","0.00%",7839,"17.70%","-23.10%","9,506","13.30%","-25.80%",19736,"2.60%","-23.80%",49,-2,1,"100.20%","0.70%","-0.80%","05/01/23","302.489","1902","1919","1800","1780","1289","2037","2069",3.7,-0.558181818,6.425,59,39.7192946899068,"Seller"
"Chicago, IL metro area","$345K","4.90%","1.50%",8697,"10.90%","-21.10%","9,415","-1.00%","-28.10%",19499,"-1.20%","-27.20%",48,-1,0,"100.60%","0.40%","-0.40%","06/01/23","304.343","1916","1911","1801","1800","1287","2037","2080",3.6,-0.891428571,6.714,64.2,44.6022872967844,"Seller"
"Chicago, IL metro area","$337K","-2.30%","3.70%",7192,"-17.30%","-19.70%","8,397","-10.80%","-22.10%",19448,"-0.30%","-28.00%",49,1,0,"100.40%","-0.20%","0.30%","07/01/23","306.451","1914","1896","1815","1806","1280","2040","2071",3.5,-0.929,6.84,71.5,36.9806663924311,"Seller"
"Chicago, IL metro area","$335K","-0.60%","8.10%",7769,"8.00%","-13.60%","8,490","1.10%","-8.80%",18996,"-2.30%","-25.20%",49,0,-4,"100.20%","-0.20%","0.90%","08/01/23","308.83","1906","1900","1801","1803","1261","2003","2040",3.8,-0.733913043,7.072,69.4,40.8980838071173,"Seller"
"Chicago, IL metro area","$320K","-4.50%","4.90%",6563,"-15.50%","-16.60%","7,559","-11.00%","-11.60%",18763,"-1.20%","-23.10%",50,1,-7,"99.80%","-0.40%","1.10%","09/01/23","310.894","1892","1908","1800","1788","1260","1989","2022",3.8,-0.643,7.2,67.8,34.9784149656238,"Seller"
"Chicago, IL metro area","$315K","-1.60%","5.00%",6190,"-5.70%","-5.90%","6,954","-8.00%","-3.40%",18142,"-3.30%","-20.70%",51,1,-10,"99.50%","-0.30%","1.20%","10/01/23","312.756","1875","1879","1794","1774","1262","1960","2000",3.8,-0.26952381,7.62,63.8,34.1197221915996,"Seller"
"Chicago, IL metro area","$320K","1.60%","8.70%",5327,"-13.90%","-9.00%","5,447","-21.70%","3.20%",16898,"-6.90%","-17.60%",52,1,-8,"99.00%","-0.50%","1.00%","11/01/23","313.632","1858","1868","1778","1772","1261","1913","1990",3.7,-0.37952381,7.442,61.3,31.5244407622204,"Seller"
"Chicago, IL metro area","$305K","-4.70%","7.00%",5291,"-0.70%","-4.80%","3,494","-35.90%","1.50%",13987,"-17.20%","-17.20%",57,5,-7,"98.60%","-0.40%","0.80%","12/01/23","314.443","1838","1835","1758","1764","1260","1888","1955",3.7,-0.437,6.815,69.7,37.8279831271895,"Seller"
"Chicago, IL metro area","$312K","2.30%","9.50%",3979,"-24.80%","2.90%","5,319","52.20%","-7.40%",14289,"2.20%","-17.80%",65,8,-10,"98.70%","0.10%","1.10%","01/01/24","315.728","1823","1814","1759","1761","1255","1845","1921",3.7,-0.264761905,6.6425,79,27.8465952830849,"Seller"
"Chicago, IL metro area","$318K","1.80%","9.50%",4458,"12.00%","3.60%","7,504","41.10%","14.60%",16158,"13.10%","-11.50%",65,0,-10,"99.00%","0.30%","1.10%","02/01/24","317.257","1818","1838","1764","1771","1245","1841","1907",3.9,-0.3365,6.776,76.9,27.5900482733012,"Seller"
"Chicago, IL metro area","$339K","6.70%","9.90%",5879,"31.90%","-13.80%","7,945","5.90%","-8.60%",16831,"4.20%","-10.10%",50,-15,-7,"99.70%","0.70%","0.90%","03/01/24","318.217","1825","1830","1800",".","1257","1860","1906",3.8,-0.3795,6.82,79.4,34.9295942011764,"Seller"
"Chicago, IL metro area","$349K","3.10%","9.10%",7088,"20.60%","6.40%","9,117","14.80%","8.70%",17355,"3.10%","-9.70%",47,-3,-4,"100.40%","0.80%","0.90%","04/01/24","319.048","1840","1808","1800",".","1260","1860","1944",3.9,-0.334090909,6.9925,77.2,40.841256122155,"Seller"
"Chicago, IL metro area","$355K","1.80%","8.00%",7695,"8.60%","-1.80%","9,222","1.20%","-3.00%",16950,"-2.30%","-14.10%",47,0,-2,"100.60%","0.20%","0.40%","05/01/24",".","1859","1884","1853",".","1260","1896","1966",4,-0.374090909,7.06,69.1,45.3982300884956,"Seller"
"Los Angeles, CA metro area","$290K","-6.10%","-6.10%",5042,"-22.10%","-1.80%","8,338","51.40%","-9.70%",24956,"-0.10%","-18.70%",70,3,-1,"97.60%","0.10%","-0.50%","01/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.726,3.915,75,20.2035582625421,"Seller"
"Los Angeles, CA metro area","$300K","3.40%","-4.80%",5265,"4.40%","12.70%","8,173","-2.00%","-7.10%",24005,"-3.80%","-22.20%",68,-2,-10,"97.70%","0.00%","-0.40%","02/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.3,1.6895,3.89,75.3,21.9329306394501,"Seller"
"Los Angeles, CA metro area","$310K","3.30%","-3.10%",6811,"29.40%","3.10%","8,475","3.70%","-17.90%",22341,"-6.90%","-27.90%",65,-3,-6,"97.90%","0.30%","0.00%","03/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.82818181818182,3.954,76.2,30.4865493934918,"Seller"
"Los Angeles, CA metro area","$315K","1.60%","-3.10%",6646,"-2.40%","5.80%","7,991","-5.70%","-15.30%",21260,"-4.80%","-32.10%",56,-9,-6,"98.10%","0.20%","0.00%","04/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.76095238095238,3.91,76.4,31.2605832549389,"Seller"
"Los Angeles, CA metro area","$320K","1.60%","0.00%",7376,"11.00%","20.60%","8,392","5.00%","-13.00%",19788,"-6.90%","-37.80%",50,-6,-7,"98.50%","0.40%","0.50%","05/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.51818181818182,3.798,79.3,37.2751162320598,"Seller"
"Los Angeles, CA metro area","$330K","3.10%","2.60%",7621,"3.30%","11.80%","7,921","-5.60%","-18.20%",18614,"-5.90%","-41.30%",43,-7,-14,"98.90%","0.40%","0.90%","06/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.33047619047619,3.675,73.2,40.9423014934995,"Seller"
"Los Angeles, CA metro area","$335K","1.50%","3.10%",7156,"-6.10%","15.20%","7,638","-3.60%","-13.80%",17510,"-5.90%","-44.40%",42,-1,-15,"99.20%","0.30%","1.20%","07/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.2,1.27857142857143,3.55,72.3,40.868075385494,"Seller"
"Los Angeles, CA metro area","$337K","0.60%","7.00%",7922,"10.70%","20.00%","7,431","-2.70%","-18.40%",15751,"-10.00%","-48.70%",39,-3,-19,"99.10%","0.00%","1.30%","08/01/12",NA,NA,NA,NA,NA,NA,NA,NA,8.1,1.4095652173913,3.602,74.3,50.2952193511523,"Seller"
"Los Angeles, CA metro area","$349K","3.60%","10.80%",6340,"-20.00%","0.60%","6,596","-11.20%","-21.10%",14480,"-8.10%","-52.00%",37,-2,-23,"99.10%","0.00%","1.30%","09/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.4678947368421,3.4975,78.3,43.7845303867403,"Seller"
"Los Angeles, CA metro area","$345K","-1.10%","15.00%",7258,"14.50%","22.90%","7,093","7.50%","-10.50%",12957,"-10.50%","-55.30%",36,-1,-28,"99.20%","0.10%","1.30%","10/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.8,1.46904761904762,3.3825,82.6,56.0160530987111,"Seller"
"Los Angeles, CA metro area","$350K","1.40%","12.90%",6676,"-8.00%","13.90%","5,969","-15.80%","-12.60%",11739,"-9.40%","-57.40%",32,-4,-33,"99.40%","0.10%","1.70%","11/01/12",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.386,3.352,82.7,56.8702615214243,"Seller"
